ccusto_duplicata,documento,parcela,ajustes,id_motivo,descr_motivo,doc_origem
3.03.63,000004215_01,1.0,480.1306,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004216_01,1.0,418.3713,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004217_01,1.0,183.8734,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004219_01,1.0,539.2608,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004218_01,1.0,665.3123,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004223_01,1.0,71.2176,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004224_01,1.0,278.1866,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004225_01,1.0,166.9886,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004244_01,1.0,286.2341,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004226_01,1.0,218.2412,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004246_01,1.0,538.3428,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004227_01,1.0,182.4568,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004228_01,1.0,205.1181,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004229_01,1.0,461.1671,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004230_01,1.0,392.6101,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004231_01,1.0,304.7118,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004232_01,1.0,107.6057,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004233_01,1.0,76.7662,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004248_01,1.0,308.19,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004234_01,1.0,184.5791,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004249_01,1.0,711.4963,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004236_01,1.0,294.4123,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004237_01,1.0,367.7469,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004238_01,1.0,262.6629,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004253_01,1.0,192.6586,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004254_01,1.0,333.7966,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004256_01,1.0,410.9201,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004265_01,1.0,137.9014,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004269_01,1.0,358.0934,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004277_01,1.0,162.2674,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004201_01,2.0,342.4334,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004203_01,2.0,525.2087,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004240_01,1.0,115.4179,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004207_01,2.0,142.084,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004208_01,2.0,413.3478,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004210_01,2.0,507.5803,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004214_01,2.0,389.2412,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004215_01,2.0,480.1306,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004286_01,1.0,116.2296,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004287_01,1.0,265.8129,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004216_01,2.0,418.3713,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004217_01,2.0,183.8734,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004219_01,2.0,539.2608,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004218_01,2.0,665.3123,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004241_01,1.0,402.5593,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004242_01,1.0,150.9141,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004292_01,1.0,115.5733,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004223_01,2.0,71.2176,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004224_01,2.0,278.1866,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004225_01,2.0,166.9886,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004243_01,1.0,399.0002,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004245_01,1.0,70.6415,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004226_01,2.0,218.2412,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004227_01,2.0,182.4568,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004228_01,2.0,205.1181,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004229_01,2.0,461.1671,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004230_01,2.0,392.6101,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004247_01,1.0,1794.7768,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004231_01,2.0,304.7118,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004233_01,2.0,76.7662,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004234_01,2.0,184.5791,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004249_01,2.0,711.4963,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004236_01,2.0,294.4123,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004250_01,1.0,60.5694,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004251_01,1.0,335.6252,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004252_01,1.0,179.8147,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004255_01,1.0,322.817,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004257_01,1.0,550.5858,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004258_01,1.0,85.0419,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004259_01,1.0,279.7671,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004260_01,1.0,932.0135,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004261_01,1.0,56.065,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004293_01,1.0,418.72,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004262_01,1.0,375.4758,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004263_01,1.0,589.9114,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004264_01,1.0,413.2118,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004265_01,2.0,137.9014,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004266_01,1.0,117.7502,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004267_01,1.0,378.7569,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004268_01,1.0,226.2013,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004270_01,1.0,570.0214,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004271_01,1.0,300.9454,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004272_01,1.0,600.197,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004273_01,1.0,377.3071,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004274_01,1.0,253.6196,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004275_01,1.0,276.5444,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004276_01,1.0,400.7335,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004299_01,1.0,153.8257,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004278_01,1.0,356.1008,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004201_01,3.0,342.4334,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004203_01,3.0,525.2087,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004301_01,1.0,248.1793,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004279_01,1.0,163.9432,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004280_01,1.0,205.1574,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004281_01,1.0,179.6781,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004207_01,3.0,142.084,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004282_01,1.0,141.9905,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004208_01,3.0,413.3478,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004210_01,3.0,507.5803,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004283_01,1.0,349.3131,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004284_01,1.0,189.3761,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004214_01,3.0,389.2412,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004215_01,3.0,480.1306,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004285_01,1.0,1685.9999,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004288_01,1.0,231.7904,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004289_01,1.0,467.716,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004290_01,1.0,263.0146,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004217_01,3.0,183.8734,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004219_01,3.0,539.2608,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004218_01,3.0,665.3123,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004291_01,1.0,446.8991,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004223_01,3.0,71.2176,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004224_01,3.0,278.1866,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004225_01,3.0,166.9886,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004243_01,2.0,399.0002,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004245_01,2.0,70.6415,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004226_01,3.0,218.2412,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004227_01,3.0,182.4568,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004229_01,3.0,461.1671,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004230_01,3.0,392.6101,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004247_01,2.0,1794.7768,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004231_01,3.0,304.7118,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004316_01,1.0,1609.3627,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004233_01,3.0,76.7662,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004234_01,3.0,184.5791,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004319_01,1.0,239.8569,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004319_01,2.0,239.8569,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004320_01,1.0,262.1058,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004250_01,2.0,60.5694,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004251_01,2.0,335.6252,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004252_01,2.0,179.8147,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004255_01,2.0,322.817,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004323_01,1.0,191.5191,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004323_01,2.0,191.5191,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004257_01,2.0,550.5858,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004258_01,2.0,85.0419,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004260_01,2.0,932.0135,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004261_01,2.0,56.065,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004326_01,1.0,152.4181,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004327_01,1.0,108.8767,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004262_01,2.0,375.4758,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004263_01,2.0,589.9114,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004264_01,2.0,413.2118,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004267_01,2.0,378.7569,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004268_01,2.0,226.2013,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004294_01,1.0,136.7844,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004295_01,1.0,99.6063,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004270_01,2.0,570.0214,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004271_01,2.0,300.9454,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004272_01,2.0,600.197,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004296_01,1.0,433.8557,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004273_01,2.0,377.3071,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004274_01,2.0,253.6196,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004275_01,2.0,276.5444,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004276_01,2.0,400.7335,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004297_01,1.0,123.3026,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004298_01,1.0,285.2784,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004332_01,1.0,222.2421,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004333_01,1.0,282.8861,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004300_01,1.0,374.6614,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004278_01,2.0,356.1008,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004201_01,4.0,342.4334,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004334_01,1.0,530.3347,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004279_01,2.0,163.9432,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004302_01,1.0,615.8762,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004303_01,1.0,149.4095,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004280_01,2.0,205.1574,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004281_01,2.0,179.6781,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004304_01,1.0,326.7966,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004338_01,1.0,269.4316,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004208_01,4.0,413.3478,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004210_01,4.0,507.5803,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004341_01,1.0,66.6468,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004283_01,2.0,349.3131,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004284_01,2.0,189.3761,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004343_01,1.0,508.5403,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004214_01,4.0,389.2412,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004215_01,4.0,480.1306,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004285_01,2.0,1685.9999,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004288_01,2.0,231.7904,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004289_01,2.0,467.716,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004290_01,2.0,263.0146,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004305_01,1.0,444.3517,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004219_01,4.0,539.2608,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004218_01,4.0,665.3123,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004345_01,1.0,242.0145,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004291_01,2.0,446.8991,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004306_01,1.0,676.9469,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004223_01,4.0,71.2176,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004307_01,1.0,136.3406,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004224_01,4.0,278.1866,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004308_01,1.0,278.9661,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004243_01,3.0,399.0002,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004245_01,3.0,70.6415,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004309_01,1.0,546.2636,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004310_01,1.0,320.2554,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004226_01,4.0,218.2412,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004311_01,1.0,104.083,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004312_01,1.0,605.9068,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004313_01,1.0,1449.1556,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004314_01,1.0,410.7705,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004227_01,4.0,182.4568,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004229_01,4.0,461.1671,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004230_01,4.0,392.6101,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004315_01,1.0,546.0701,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004247_01,3.0,1794.7768,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004349_01,1.0,123.1853,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004233_01,4.0,76.7662,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004317_01,1.0,395.4512,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004318_01,1.0,245.2029,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004234_01,4.0,184.5791,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004250_01,3.0,60.5694,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004350_01,1.0,221.8925,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004321_01,1.0,426.2651,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004251_01,3.0,335.6252,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004322_01,1.0,462.2678,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004352_01,1.0,151.3723,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004257_01,3.0,550.5858,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004258_01,3.0,85.0419,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004324_01,1.0,555.7021,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004260_01,3.0,932.0135,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004325_01,1.0,274.0225,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004261_01,3.0,56.065,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004262_01,3.0,375.4758,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004263_01,3.0,589.9114,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004264_01,3.0,413.2118,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004328_01,1.0,383.0444,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004329_01,1.0,228.1967,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004294_01,2.0,136.7844,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004295_01,2.0,99.6063,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004360_01,1.0,184.905,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004361_01,1.0,277.0332,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004270_01,3.0,570.0214,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004271_01,3.0,300.9454,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004362_01,1.0,110.9129,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004272_01,3.0,600.197,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004330_01,1.0,145.4812,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004296_01,2.0,433.8557,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004273_01,3.0,377.3071,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004274_01,3.0,253.6196,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004275_01,3.0,276.5444,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004276_01,3.0,400.7335,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004297_01,2.0,123.3026,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004298_01,2.0,285.2784,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004331_01,1.0,621.8059,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004278_01,3.0,356.1008,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004201_01,5.0,342.4334,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004369_01,1.0,486.0275,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004370_01,1.0,119.9217,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004371_01,1.0,141.7106,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004372_01,1.0,244.1488,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004373_01,1.0,755.7593,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004374_01,1.0,351.1947,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004334_01,2.0,530.3347,4.0,Juros Parcelamento Vendas,NF_SAIDA
3.03.63,000004335_01,1.0,174.6723,4.0,Juros Parcelamento Vendas,NF_SAIDA
