id_cliente,descr_cliente,id_grupo_contabil,grupo_contabil,uf,cidade,latitude,longitude,regiao,data_cadestro
932,Cliente Vendas Prod. 0932,3.01.01,Vendas de Produtos,CE,CE_fortaleza,-3.7631079,-38.5324297,Sul,2017-05-08 13:35:19
933,Cliente Vendas Prod. 0933,3.01.01,Vendas de Produtos,RJ,RJ_porciuncula,-20.966721,-42.0410866,Sudeste,2017-05-08 15:05:29
934,Cliente Vendas Prod. 0934,3.01.01,Vendas de Produtos,RS,RS_nova santa rita,-29.8608732,-51.2728348,Sudeste,2017-05-08 22:22:56
935,Cliente Vendas Prod. 0935,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-05-09 10:55:17
937,Cliente Vendas Prod. 0937,3.01.01,Vendas de Produtos,SC,SC_gaspar,-26.9169833,-48.9588884,Sudeste,2017-05-09 11:45:13
943,Cliente Vendas Prod. 0943,3.01.01,Vendas de Produtos,SP,SP_santos,-23.9625232,-46.3278035,Centro-Oeste,2017-05-09 13:10:16
945,Cliente Vendas Prod. 0945,3.01.01,Vendas de Produtos,RJ,RJ_macae,-22.3809421,-41.7888662,Sudeste,2017-05-09 22:25:10
946,Cliente Vendas Prod. 0946,3.01.01,Vendas de Produtos,SP,SP_poa,-23.526764,-46.3470194,Sudeste,2017-05-10 02:42:28
952,Cliente Vendas Prod. 0952,3.01.01,Vendas de Produtos,MG,MG_belo horizonte,-19.9087721,-43.9575494,Sudeste,2017-05-10 16:15:16
953,Cliente Vendas Prod. 0953,3.01.01,Vendas de Produtos,BA,BA_itabuna,-14.7951884,-39.2764868,Sudeste,2017-05-10 16:25:18
954,Cliente Vendas Prod. 0954,3.01.01,Vendas de Produtos,SP,SP_embu das artes,-23.6541841,-46.8225983,Centro-Oeste,2017-05-11 18:43:05
955,Cliente Vendas Prod. 0955,3.01.01,Vendas de Produtos,SP,SP_bauru,-22.3266828,-49.0666825,Sudeste,2017-05-12 02:50:49
956,Cliente Vendas Prod. 0956,3.01.01,Vendas de Produtos,SP,SP_santo anastacio,-21.9768743,-51.6525966,Sul,2017-05-13 09:10:15
958,Cliente Vendas Prod. 0958,3.01.01,Vendas de Produtos,GO,GO_jatai,-17.8833959,-51.7233302,Sudeste,2017-05-13 22:45:14
959,Cliente Vendas Prod. 0959,3.01.01,Vendas de Produtos,SP,SP_holambra,-22.633046,-47.0526039,Sudeste,2017-05-14 23:12:08
960,Cliente Vendas Prod. 0960,3.01.01,Vendas de Produtos,RJ,RJ_angra dos reis,-22.9950533,-44.353285,Sudeste,2017-05-15 23:15:16
961,Cliente Vendas Prod. 0961,3.01.01,Vendas de Produtos,SP,SP_franca,-20.5340568,-47.3984366,Centro-Oeste,2017-05-16 15:22:12
962,Cliente Vendas Prod. 0962,3.01.01,Vendas de Produtos,MG,MG_contagem,-19.9190394,-44.0578851,Sul,2017-05-17 03:45:27
963,Cliente Vendas Prod. 0963,3.01.01,Vendas de Produtos,RS,RS_santa maria,-29.69474,-53.8020664,Sudeste,2017-05-17 04:10:16
964,Cliente Vendas Prod. 0964,3.01.01,Vendas de Produtos,MG,MG_belo horizonte,-19.9087721,-43.9575494,Nordeste,2017-05-18 13:10:47
965,Cliente Vendas Prod. 0965,3.01.01,Vendas de Produtos,MG,MG_belo horizonte,-19.9087721,-43.9575494,Nordeste,2017-05-18 13:11:02
966,Cliente Vendas Prod. 0966,3.01.01,Vendas de Produtos,SP,SP_campinas,-22.9008682,-47.0685368,Nordeste,2017-05-21 16:42:20
967,Cliente Vendas Prod. 0967,3.01.01,Vendas de Produtos,RJ,RJ_cabo frio,-22.8549908,-42.0261705,Sudeste,2017-05-25 01:10:21
968,Cliente Vendas Prod. 0968,3.01.01,Vendas de Produtos,SP,SP_ibate,-21.9504028,-48.0021741,Sudeste,2017-05-26 02:35:17
969,Cliente Vendas Prod. 0969,3.01.01,Vendas de Produtos,CE,CE_crato,-7.2351456,-39.4125611,Nordeste,2017-05-26 02:42:43
970,Cliente Vendas Prod. 0970,3.01.01,Vendas de Produtos,SP,SP_cajamar,-23.3695867,-46.8423215,Sul,2017-05-28 14:55:18
971,Cliente Vendas Prod. 0971,3.01.01,Vendas de Produtos,RS,RS_estrela,-29.497659,-51.9583843,Nordeste,2017-05-29 13:05:34
972,Cliente Vendas Prod. 0972,3.01.01,Vendas de Produtos,SP,SP_campinas,-22.9008682,-47.0685368,Sudeste,2017-05-29 15:30:16
973,Cliente Vendas Prod. 0973,3.01.01,Vendas de Produtos,BA,BA_salvador,-12.9626546,-38.461683,Centro-Oeste,2017-05-31 19:35:22
974,Cliente Vendas Prod. 0974,3.01.01,Vendas de Produtos,DF,DF_brasilia,-15.8110727,-47.9717049,Sudeste,2017-06-01 03:50:20
975,Cliente Vendas Prod. 0975,3.01.01,Vendas de Produtos,MT,MT_cuiaba,-15.59882,-56.0722244,Sul,2017-06-01 14:42:35
976,Cliente Vendas Prod. 0976,3.01.01,Vendas de Produtos,RJ,RJ_araruama,-22.8693098,-42.321256,Sudeste,2017-06-01 22:55:09
977,Cliente Vendas Prod. 0977,3.01.01,Vendas de Produtos,SP,SP_piedade,-23.7159446,-47.4142319,Sudeste,2017-06-02 04:25:39
978,Cliente Vendas Prod. 0978,3.01.01,Vendas de Produtos,SP,SP_praia grande,-24.0214237,-46.4618239,Sudeste,2017-06-02 11:23:00
979,Cliente Vendas Prod. 0979,3.01.01,Vendas de Produtos,RS,RS_pelotas,-31.7512688,-52.3373624,Sudeste,2017-06-03 06:42:59
980,Cliente Vendas Prod. 0980,3.01.01,Vendas de Produtos,SP,SP_mongagua,-24.1114669,-46.6646109,Centro-Oeste,2017-06-03 13:05:17
981,Cliente Vendas Prod. 0981,3.01.01,Vendas de Produtos,MG,MG_sao gotardo,-19.3175586,-46.0526221,Centro-Oeste,2017-06-06 13:10:25
982,Cliente Vendas Prod. 0982,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-06-06 16:55:24
983,Cliente Vendas Prod. 0983,3.01.01,Vendas de Produtos,SC,SC_sao jose,-27.5836567,-48.628066,Nordeste,2017-06-07 22:05:13
984,Cliente Vendas Prod. 0984,3.01.01,Vendas de Produtos,SP,SP_mogi das cruzes,-23.5304016,-46.193888,Nordeste,2017-06-08 20:30:19
985,Cliente Vendas Prod. 0985,3.01.01,Vendas de Produtos,SP,SP_sao jose dos campos,-23.2108797,-45.8851865,Sudeste,2017-06-10 03:03:46
986,Cliente Vendas Prod. 0986,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Norte,2017-06-13 05:05:23
987,Cliente Vendas Prod. 0987,3.01.01,Vendas de Produtos,MG,MG_teofilo otoni,-17.8618608,-41.5063663,Sudeste,2017-06-13 15:02:58
988,Cliente Vendas Prod. 0988,3.01.01,Vendas de Produtos,BA,BA_ilheus,-14.8021921,-39.0398239,Sudeste,2017-06-14 02:32:10
989,Cliente Vendas Prod. 0989,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Sudeste,2017-06-14 15:23:02
990,Cliente Vendas Prod. 0990,3.01.01,Vendas de Produtos,RJ,RJ_cabo frio,-22.8549908,-42.0261705,Sudeste,2017-06-14 16:31:47
991,Cliente Vendas Prod. 0991,3.01.01,Vendas de Produtos,SC,SC_sao jose,-27.5836567,-48.628066,Sudeste,2017-06-18 07:42:33
992,Cliente Vendas Prod. 0992,3.01.01,Vendas de Produtos,SP,SP_campinas,-22.9008682,-47.0685368,Nordeste,2017-06-18 14:25:16
993,Cliente Vendas Prod. 0993,3.01.01,Vendas de Produtos,GO,GO_goiania,-16.6845866,-49.2744805,Sudeste,2017-06-18 20:15:21
994,Cliente Vendas Prod. 0994,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-06-19 13:30:20
995,Cliente Vendas Prod. 0995,3.01.01,Vendas de Produtos,SP,SP_itapevi,-23.5486294,-46.9461231,Sudeste,2017-06-19 23:55:12
996,Cliente Vendas Prod. 0996,3.01.01,Vendas de Produtos,RS,RS_porto alegre,-30.0492523,-51.1885815,Sudeste,2017-06-20 10:55:11
997,Cliente Vendas Prod. 0997,3.01.01,Vendas de Produtos,BA,BA_pau brasil,-15.4646977,-39.6530385,Sudeste,2017-06-20 11:25:31
999,Cliente Vendas Prod. 0999,3.01.01,Vendas de Produtos,SP,SP_sao jose dos campos,-23.2108797,-45.8851865,Nordeste,2017-06-21 02:15:51
1000,Cliente Vendas Prod. 1000,3.01.01,Vendas de Produtos,MA,MA_sao luis,-2.5305847,-44.2542139,Sudeste,2017-06-22 17:55:11
1001,Cliente Vendas Prod. 1001,3.01.01,Vendas de Produtos,BA,BA_lauro de freitas,-12.8849003,-38.3146705,Sudeste,2017-06-23 17:15:22
1002,Cliente Vendas Prod. 1002,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-06-24 21:33:14
1003,Cliente Vendas Prod. 1003,3.01.01,Vendas de Produtos,RJ,RJ_rio de janeiro,-22.9149109,-43.3128773,Centro-Oeste,2017-06-25 23:10:10
1004,Cliente Vendas Prod. 1004,3.01.01,Vendas de Produtos,SC,SC_florianopolis,-27.5768356,-48.5179518,Sudeste,2017-06-25 23:30:16
1005,Cliente Vendas Prod. 1005,3.01.01,Vendas de Produtos,PE,PE_escada,-8.3663409,-35.241203,Nordeste,2017-06-26 11:09:52
1006,Cliente Vendas Prod. 1006,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-06-27 03:45:18
1007,Cliente Vendas Prod. 1007,3.01.01,Vendas de Produtos,SP,SP_sao paulo,-23.5708602,-46.6332417,Sudeste,2017-06-27 03:45:30
1008,Cliente Vendas Prod. 1008,3.01.01,Vendas de Produtos,MG,MG_belo horizonte,-19.9087721,-43.9575494,Sudeste,2017-06-27 03:55:21
1009,Cliente Vendas Prod. 1009,3.01.01,Vendas de Produtos,MT,MT_barra do garcas,-15.8786374,-52.2722399,Sudeste,2017-06-27 04:23:21
1010,Cliente Vendas Prod. 1010,3.01.01,Vendas de Produtos,MG,MG_itamarandiba,-17.8602802,-42.8619859,Centro-Oeste,2017-06-27 04:25:15
1013,Cliente Vendas Prod. 1013,3.01.01,Vendas de Produtos,PE,PE_jaboatao dos guararapes,-8.1557335,-34.9499036,Nordeste,2017-06-27 12:03:56
1014,Cliente Vendas Prod. 1014,3.01.01,Vendas de Produtos,MG,MG_belo horizonte,-19.9087721,-43.9575494,Sudeste,2017-06-28 15:05:18
