ccusto_item,documento,item,id_mat_prod,id_fornecedor,data_emissao,data_movimento,qtde,valor_bruto,icms,pis_cofins,ipi,doc_origem
4.02.01,PC0005305_01,1.0,11.16.0001,104.0,2017-07-06,2017-07-07,1.0,21439.6393,3561.4635,1653.7313,0.0,NF_ENTRADA
4.02.01,PC0005330_01,1.0,11.16.0001,104.0,2017-07-13,2017-07-14,1.0,16294.1259,2706.7122,1256.8358,0.0,NF_ENTRADA
4.02.01,PC0005342_01,1.0,11.16.0001,104.0,2017-07-19,2017-07-21,1.0,21439.6393,3561.4635,1653.7313,0.0,NF_ENTRADA
4.02.01,PC0005364_01,1.0,11.16.0001,104.0,2017-07-25,2017-07-28,1.0,26585.1528,4416.2147,2050.6268,0.0,NF_ENTRADA
4.02.01,PC0005301_01,1.0,11.16.0001,111.0,2017-07-05,2017-07-06,1.0,4699.6746,517.5392,386.8475,0.0,NF_ENTRADA
4.02.01,PC0005322_01,1.0,11.16.0001,111.0,2017-07-11,2017-07-13,1.0,6622.2687,729.2598,545.1033,0.0,NF_ENTRADA
4.02.01,PC0005340_01,1.0,11.16.0001,111.0,2017-07-18,2017-07-20,1.0,5767.7824,635.1618,474.7674,0.0,NF_ENTRADA
4.02.01,PC0005366_01,1.0,11.16.0001,111.0,2017-07-26,2017-07-27,1.0,4272.4314,470.4902,351.6796,0.0,NF_ENTRADA
4.02.01,PC0005376_01,1.0,11.16.0001,104.0,2017-07-30,2017-08-02,1.0,18749.0579,3114.5153,1446.1952,0.0,NF_ENTRADA
4.02.01,PC0005413_01,1.0,11.16.0001,104.0,2017-08-07,2017-08-09,1.0,16809.5002,2792.3241,1296.5888,0.0,NF_ENTRADA
4.02.01,PC0005435_01,1.0,11.16.0001,104.0,2017-08-14,2017-08-16,1.0,11637.3463,1933.1474,897.6384,0.0,NF_ENTRADA
4.02.01,PC0005458_01,1.0,11.16.0001,104.0,2017-08-21,2017-08-23,1.0,17456.0195,2899.7211,1346.4576,0.0,NF_ENTRADA
4.02.01,PC0005403_01,1.0,11.16.0001,111.0,2017-08-05,2017-08-06,1.0,6186.3793,681.2587,509.2237,0.0,NF_ENTRADA
4.02.01,PC0005420_01,1.0,11.16.0001,111.0,2017-08-10,2017-08-13,1.0,6433.8345,708.509,529.5926,0.0,NF_ENTRADA
4.02.01,PC0005449_01,1.0,11.16.0001,111.0,2017-08-18,2017-08-20,1.0,6186.3793,681.2587,509.2237,0.0,NF_ENTRADA
4.02.01,PC0005465_01,1.0,11.16.0001,111.0,2017-08-24,2017-08-27,1.0,5938.9242,654.0083,488.8547,0.0,NF_ENTRADA
4.02.01,PC0005498_01,1.0,11.16.0001,104.0,2017-09-02,2017-09-04,1.0,25030.8972,4158.0282,1930.7404,0.0,NF_ENTRADA
4.02.01,PC0005523_01,1.0,11.16.0001,104.0,2017-09-10,2017-09-11,1.0,17412.7981,2892.5414,1343.1237,0.0,NF_ENTRADA
4.02.01,PC0005540_01,1.0,11.16.0001,104.0,2017-09-15,2017-09-18,1.0,26119.1971,4338.8121,2014.6856,0.0,NF_ENTRADA
4.02.01,PC0005563_01,1.0,11.16.0001,104.0,2017-09-22,2017-09-25,1.0,40267.0955,6689.0019,3105.9737,0.0,NF_ENTRADA
4.02.01,PC0005499_01,1.0,11.16.0001,111.0,2017-09-02,2017-09-03,1.0,9674.5196,1065.3809,796.3453,0.0,NF_ENTRADA
4.02.01,PC0005516_01,1.0,11.16.0001,111.0,2017-09-07,2017-09-10,1.0,10032.8351,1104.8395,825.8396,0.0,NF_ENTRADA
4.02.01,PC0005541_01,1.0,11.16.0001,111.0,2017-09-15,2017-09-17,1.0,7524.6264,828.6296,619.3797,0.0,NF_ENTRADA
4.02.01,PC0005559_01,1.0,11.16.0001,111.0,2017-09-21,2017-09-24,1.0,8599.573,947.0053,707.8625,0.0,NF_ENTRADA
4.02.01,PC0005596_01,1.0,11.16.0001,104.0,2017-10-02,2017-10-03,1.0,10676.9747,1773.6145,823.5608,0.0,NF_ENTRADA
4.02.01,PC0005621_01,1.0,11.16.0001,104.0,2017-10-09,2017-10-10,1.0,7513.4266,1248.0991,579.5428,0.0,NF_ENTRADA
4.02.01,PC0005638_01,1.0,11.16.0001,104.0,2017-10-14,2017-10-17,1.0,6722.5396,1116.7202,518.5383,0.0,NF_ENTRADA
4.02.01,PC0005663_01,1.0,11.16.0001,104.0,2017-10-21,2017-10-24,1.0,14631.4098,2430.5088,1128.5833,0.0,NF_ENTRADA
4.02.01,PC0005586_01,1.0,11.16.0001,111.0,2017-09-30,2017-10-02,1.0,4611.4276,507.8213,379.5836,0.0,NF_ENTRADA
4.02.01,PC0005615_01,1.0,11.16.0001,111.0,2017-10-07,2017-10-09,1.0,3458.5707,380.866,284.6877,0.0,NF_ENTRADA
4.02.01,PC0005642_01,1.0,11.16.0001,111.0,2017-10-15,2017-10-16,1.0,3314.4636,364.9965,272.8257,0.0,NF_ENTRADA
4.02.01,PC0005665_01,1.0,11.16.0001,111.0,2017-10-22,2017-10-23,1.0,3026.2494,333.2577,249.1017,0.0,NF_ENTRADA
4.02.01,PC0005705_01,1.0,11.16.0001,104.0,2017-11-04,2017-11-06,1.0,29345.8439,4874.8092,2263.5707,0.0,NF_ENTRADA
4.02.01,PC0005722_01,1.0,11.16.0001,104.0,2017-11-10,2017-11-13,1.0,34989.2754,5812.2725,2698.8728,0.0,NF_ENTRADA
4.02.01,PC0005756_01,1.0,11.16.0001,104.0,2017-11-19,2017-11-20,1.0,28217.1576,4687.3165,2176.5103,0.0,NF_ENTRADA
4.02.01,PC0005766_01,1.0,11.16.0001,104.0,2017-11-24,2017-11-27,1.0,20316.3535,3374.8679,1567.0874,0.0,NF_ENTRADA
4.02.01,PC0005700_01,1.0,11.16.0001,111.0,2017-11-03,2017-11-06,1.0,12750.7555,1404.1433,1049.5616,0.0,NF_ENTRADA
4.02.01,PC0005723_01,1.0,11.16.0001,111.0,2017-11-10,2017-11-13,1.0,13162.0702,1449.4382,1083.4185,0.0,NF_ENTRADA
4.02.01,PC0005752_01,1.0,11.16.0001,111.0,2017-11-18,2017-11-20,1.0,12750.7555,1404.1433,1049.5616,0.0,NF_ENTRADA
4.02.01,PC0005774_01,1.0,11.16.0001,111.0,2017-11-26,2017-11-27,1.0,2467.8882,271.7697,203.141,0.0,NF_ENTRADA
4.02.01,PC0005785_01,1.0,11.16.0001,104.0,2017-11-30,2017-12-03,1.0,34714.1595,5766.5714,2677.6519,0.0,NF_ENTRADA
4.02.01,PC0005820_01,1.0,11.16.0001,104.0,2017-12-08,2017-12-10,1.0,19152.6397,3181.5566,1477.3252,0.0,NF_ENTRADA
4.02.01,PC0005840_01,1.0,11.16.0001,104.0,2017-12-14,2017-12-17,1.0,37108.2395,6164.266,2862.3176,0.0,NF_ENTRADA
4.02.01,PC0005865_01,1.0,11.16.0001,104.0,2017-12-23,2017-12-24,1.0,28728.9596,4772.3349,2215.9878,0.0,NF_ENTRADA
4.02.01,PC0005801_01,1.0,11.16.0001,111.0,2017-12-01,2017-12-04,1.0,12650.4981,1393.1027,1041.3091,0.0,NF_ENTRADA
4.02.01,PC0005821_01,1.0,11.16.0001,111.0,2017-12-08,2017-12-11,1.0,10469.3777,1152.9126,861.773,0.0,NF_ENTRADA
4.02.01,PC0005846_01,1.0,11.16.0001,111.0,2017-12-16,2017-12-18,1.0,9596.9296,1056.8365,789.9586,0.0,NF_ENTRADA
4.02.01,PC0005859_01,1.0,11.16.0001,111.0,2017-12-22,2017-12-25,1.0,10905.6018,1200.9506,897.6802,0.0,NF_ENTRADA
4.02.01,PC0005905_01,1.0,11.16.0001,104.0,2018-01-05,2018-01-06,1.0,24277.9115,4032.9454,1872.6594,0.0,NF_ENTRADA
4.02.01,PC0005926_01,1.0,11.16.0001,104.0,2018-01-12,2018-01-13,1.0,24277.9115,4032.9454,1872.6594,0.0,NF_ENTRADA
4.02.01,PC0005942_01,1.0,11.16.0001,104.0,2018-01-18,2018-01-20,1.0,25144.9798,4176.9791,1939.5401,0.0,NF_ENTRADA
4.02.01,PC0005969_01,1.0,11.16.0001,104.0,2018-01-25,2018-01-27,1.0,13006.024,2160.5065,1003.2104,0.0,NF_ENTRADA
4.02.01,PC0005897_01,1.0,11.16.0001,111.0,2018-01-02,2018-01-05,1.0,9316.0396,1025.9042,766.8375,0.0,NF_ENTRADA
4.02.01,PC0005918_01,1.0,11.16.0001,111.0,2018-01-10,2018-01-12,1.0,9316.0396,1025.9042,766.8375,0.0,NF_ENTRADA
4.02.01,PC0005943_01,1.0,11.16.0001,111.0,2018-01-18,2018-01-19,1.0,6010.3481,661.8737,494.7339,0.0,NF_ENTRADA
4.02.01,PC0005963_01,1.0,11.16.0001,111.0,2018-01-23,2018-01-26,1.0,5409.3133,595.6863,445.2605,0.0,NF_ENTRADA
4.02.01,PC0006006_01,1.0,11.16.0001,104.0,2018-02-04,2018-02-06,1.0,26029.6854,4323.9428,2007.7812,0.0,NF_ENTRADA
4.02.01,PC0006025_01,1.0,11.16.0001,104.0,2018-02-10,2018-02-13,1.0,37743.0439,6269.717,2911.2827,0.0,NF_ENTRADA
4.02.01,PC0006050_01,1.0,11.16.0001,104.0,2018-02-19,2018-02-20,1.0,27331.1697,4540.1399,2108.1703,0.0,NF_ENTRADA
4.02.01,PC0006073_01,1.0,11.16.0001,104.0,2018-02-26,2018-02-27,1.0,39044.5282,6485.9141,3011.6718,0.0,NF_ENTRADA
4.02.01,PC0006007_01,1.0,11.16.0001,111.0,2018-02-04,2018-02-05,1.0,10163.2618,1119.2024,836.5755,0.0,NF_ENTRADA
4.02.01,PC0006028_01,1.0,11.16.0001,111.0,2018-02-11,2018-02-12,1.0,7317.5485,805.8257,602.3344,0.0,NF_ENTRADA
4.02.01,PC0006038_01,1.0,11.16.0001,111.0,2018-02-16,2018-02-19,1.0,7724.079,850.5938,635.7974,0.0,NF_ENTRADA
4.02.01,PC0006064_01,1.0,11.16.0001,111.0,2018-02-24,2018-02-26,1.0,15448.1579,1701.1876,1271.5948,0.0,NF_ENTRADA
4.02.01,PC0006098_01,1.0,11.16.0001,104.0,2018-03-01,2018-03-04,1.0,23909.4694,3971.7413,1844.2399,0.0,NF_ENTRADA
4.02.01,PC0006125_01,1.0,11.16.0001,104.0,2018-03-10,2018-03-11,1.0,31459.8282,5225.9754,2426.6314,0.0,NF_ENTRADA
4.02.01,PC0006146_01,1.0,11.16.0001,104.0,2018-03-17,2018-03-18,1.0,22651.0763,3762.7023,1747.1746,0.0,NF_ENTRADA
4.02.01,PC0006161_01,1.0,11.16.0001,104.0,2018-03-22,2018-03-25,1.0,47818.9389,7943.4827,3688.4797,0.0,NF_ENTRADA
4.02.01,PC0006078_01,1.0,11.16.0001,111.0,2018-02-28,2018-03-02,1.0,8149.9947,897.4966,670.8561,0.0,NF_ENTRADA
4.02.01,PC0006121_01,1.0,11.16.0001,111.0,2018-03-08,2018-03-09,1.0,9090.3787,1001.0539,748.2625,0.0,NF_ENTRADA
4.02.01,PC0006136_01,1.0,11.16.0001,111.0,2018-03-13,2018-03-16,1.0,5642.304,621.3438,464.4388,0.0,NF_ENTRADA
4.02.01,PC0006159_01,1.0,11.16.0001,111.0,2018-03-21,2018-03-23,1.0,8463.456,932.0157,696.6582,0.0,NF_ENTRADA
4.02.01,PC0006197_01,1.0,11.16.0001,104.0,2018-04-01,2018-04-02,1.0,26671.457,4430.5512,2057.2838,0.0,NF_ENTRADA
4.02.01,PC0006216_01,1.0,11.16.0001,104.0,2018-04-08,2018-04-09,1.0,22032.9427,3660.0205,1699.4953,0.0,NF_ENTRADA
4.02.01,PC0006240_01,1.0,11.16.0001,104.0,2018-04-15,2018-04-16,1.0,22032.9427,3660.0205,1699.4953,0.0,NF_ENTRADA
4.02.01,PC0006254_01,1.0,11.16.0001,104.0,2018-04-20,2018-04-23,1.0,45225.514,7512.6737,3488.4377,0.0,NF_ENTRADA
4.02.01,PC0006211_01,1.0,11.16.0001,111.0,2018-04-05,2018-04-06,1.0,7606.6315,837.6602,626.1298,0.0,NF_ENTRADA
4.02.01,PC0006227_01,1.0,11.16.0001,111.0,2018-04-11,2018-04-13,1.0,13100.3099,1442.637,1078.3347,0.0,NF_ENTRADA
4.02.01,PC0006248_01,1.0,11.16.0001,111.0,2018-04-18,2018-04-20,1.0,11409.9473,1256.4903,939.1948,0.0,NF_ENTRADA
4.02.01,PC0006268_01,1.0,11.16.0001,111.0,2018-04-25,2018-04-27,1.0,10142.1754,1116.8803,834.8398,0.0,NF_ENTRADA
4.02.01,PC0006307_01,1.0,11.16.0001,104.0,2018-05-05,2018-05-06,1.0,37218.7017,6182.6155,2870.838,0.0,NF_ENTRADA
4.02.01,PC0006325_01,1.0,11.16.0001,104.0,2018-05-11,2018-05-13,1.0,38650.1902,6420.4084,2981.2548,0.0,NF_ENTRADA
4.02.01,PC0006345_01,1.0,11.16.0001,104.0,2018-05-17,2018-05-20,1.0,27198.282,4518.0652,2097.9201,0.0,NF_ENTRADA
4.02.01,PC0006367_01,1.0,11.16.0001,104.0,2018-05-24,2018-05-27,1.0,40081.6788,6658.2013,3091.6717,0.0,NF_ENTRADA
4.02.01,PC0006297_01,1.0,11.16.0001,111.0,2018-05-02,2018-05-04,1.0,16693.1701,1838.2913,1374.0763,0.0,NF_ENTRADA
4.02.01,PC0006321_01,1.0,11.16.0001,111.0,2018-05-10,2018-05-11,1.0,9911.5698,1091.4854,815.8578,0.0,NF_ENTRADA
4.02.01,PC0006340_01,1.0,11.16.0001,111.0,2018-05-15,2018-05-18,1.0,14084.8623,1551.0583,1159.3769,0.0,NF_ENTRADA
4.02.01,PC0006363_01,1.0,11.16.0001,111.0,2018-05-23,2018-05-25,1.0,11476.5545,1263.8252,944.6775,0.0,NF_ENTRADA
4.02.01,PC0006412_01,1.0,11.16.0001,104.0,2018-06-06,2018-06-07,1.0,22493.9668,3736.6039,1735.0561,0.0,NF_ENTRADA
4.02.01,PC0006431_01,1.0,11.16.0001,104.0,2018-06-11,2018-06-14,1.0,31696.0442,5265.2146,2444.8517,0.0,NF_ENTRADA
4.02.01,PC0006450_01,1.0,11.16.0001,104.0,2018-06-20,2018-06-21,1.0,18404.1547,3057.2214,1419.5913,0.0,NF_ENTRADA
4.02.01,PC0006476_01,1.0,11.16.0001,104.0,2018-06-27,2018-06-28,1.0,29651.1381,4925.5234,2287.1194,0.0,NF_ENTRADA
4.02.01,PC0006401_01,1.0,11.16.0001,111.0,2018-06-03,2018-06-04,1.0,6706.823,738.5712,552.0633,0.0,NF_ENTRADA
4.02.01,PC0006417_01,1.0,11.16.0001,111.0,2018-06-08,2018-06-11,1.0,6387.4505,703.4011,525.7746,0.0,NF_ENTRADA
4.02.01,PC0006439_01,1.0,11.16.0001,111.0,2018-06-15,2018-06-18,1.0,6068.078,668.2311,499.4858,0.0,NF_ENTRADA
4.02.01,PC0006463_01,1.0,11.16.0001,111.0,2018-06-23,2018-06-25,1.0,12774.9009,1406.8022,1051.5491,0.0,NF_ENTRADA
4.02.01,PC0006502_01,1.0,11.16.0001,104.0,2018-07-03,2018-07-06,1.0,22004.5159,3655.2984,1697.3026,0.0,NF_ENTRADA
4.02.01,PC0006523_01,1.0,11.16.0001,104.0,2018-07-10,2018-07-13,1.0,33585.8401,5579.1397,2590.6198,0.0,NF_ENTRADA
4.02.01,PC0006542_01,1.0,11.16.0001,104.0,2018-07-17,2018-07-20,1.0,19688.2511,3270.5301,1518.6392,0.0,NF_ENTRADA
4.02.01,PC0006565_01,1.0,11.16.0001,104.0,2018-07-24,2018-07-27,1.0,40534.6346,6733.4444,3126.6101,0.0,NF_ENTRADA
4.02.01,PC0006498_01,1.0,11.16.0001,111.0,2018-07-02,2018-07-05,1.0,14418.4495,1587.7937,1186.8357,0.0,NF_ENTRADA
4.02.01,PC0006527_01,1.0,11.16.0001,111.0,2018-07-11,2018-07-12,1.0,11162.6706,1229.2596,918.8405,0.0,NF_ENTRADA
4.02.01,PC0006543_01,1.0,11.16.0001,111.0,2018-07-17,2018-07-19,1.0,13488.227,1485.3554,1110.2656,0.0,NF_ENTRADA
4.02.01,PC0006563_01,1.0,11.16.0001,111.0,2018-07-23,2018-07-26,1.0,7441.7804,819.5064,612.5603,0.0,NF_ENTRADA
4.02.01,PC0006604_01,1.0,11.16.0001,104.0,2018-08-05,2018-08-07,1.0,19892.2914,3304.4245,1534.3777,0.0,NF_ENTRADA
4.02.01,PC0006630_01,1.0,11.16.0001,104.0,2018-08-13,2018-08-14,1.0,33933.9089,5636.9594,2617.4678,0.0,NF_ENTRADA
4.02.01,PC0006649_01,1.0,11.16.0001,104.0,2018-08-20,2018-08-21,1.0,24572.8306,4081.9361,1895.4077,0.0,NF_ENTRADA
4.02.01,PC0006668_01,1.0,11.16.0001,104.0,2018-08-26,2018-08-28,1.0,38614.4481,6414.471,2978.4979,0.0,NF_ENTRADA
4.02.01,PC0006605_01,1.0,11.16.0001,111.0,2018-08-05,2018-08-07,1.0,9405.2484,1035.7281,774.1806,0.0,NF_ENTRADA
4.02.01,PC0006629_01,1.0,11.16.0001,111.0,2018-08-12,2018-08-14,1.0,8509.5105,937.0874,700.4491,0.0,NF_ENTRADA
4.02.01,PC0006650_01,1.0,11.16.0001,111.0,2018-08-20,2018-08-21,1.0,7613.7725,838.4466,626.7176,0.0,NF_ENTRADA
4.02.01,PC0006670_01,1.0,11.16.0001,111.0,2018-08-27,2018-08-28,1.0,19258.3658,2120.7767,1585.227,0.0,NF_ENTRADA
4.02.01,PC0004817_01,1.0,11.17.0001,103.0,2017-02-05,2017-02-07,1.0,21364.3098,2352.6882,1758.575,670.5837,NF_ENTRADA
4.02.01,PC0004840_01,1.0,11.17.0001,103.0,2017-02-11,2017-02-14,1.0,30359.8087,3343.2937,2499.0276,952.9348,NF_ENTRADA
4.02.01,PC0004866_01,1.0,11.17.0001,103.0,2017-02-20,2017-02-21,1.0,33733.1208,3714.7708,2776.6974,1058.8164,NF_ENTRADA
4.02.01,PC0004879_01,1.0,11.17.0001,103.0,2017-02-26,2017-02-28,1.0,26986.4966,2971.8166,2221.3579,847.0531,NF_ENTRADA
4.02.01,PC0004807_01,1.0,11.17.0001,108.0,2017-02-01,2017-02-02,1.0,8296.5243,913.6328,682.9175,260.4116,NF_ENTRADA
4.02.01,PC0004830_01,1.0,11.17.0001,108.0,2017-02-07,2017-02-09,1.0,11457.105,1261.6834,943.0765,359.616,NF_ENTRADA
4.02.01,PC0004849_01,1.0,11.17.0001,108.0,2017-02-13,2017-02-16,1.0,8691.5969,957.1391,715.4373,272.8122,NF_ENTRADA
4.02.01,PC0004869_01,1.0,11.17.0001,108.0,2017-02-21,2017-02-23,1.0,11062.0324,1218.1771,910.5566,347.2155,NF_ENTRADA
4.02.01,PC0004906_01,1.0,11.17.0001,103.0,2017-03-02,2017-03-05,1.0,26387.9504,2905.9033,2172.0894,2080.3286,NF_ENTRADA
4.02.01,PC0004926_01,1.0,11.17.0001,103.0,2017-03-10,2017-03-12,1.0,17288.6572,1903.8677,1423.093,1362.9739,NF_ENTRADA
4.02.01,PC0004947_01,1.0,11.17.0001,103.0,2017-03-16,2017-03-19,1.0,26387.9504,2905.9033,2172.0894,2080.3286,NF_ENTRADA
4.02.01,PC0004975_01,1.0,11.17.0001,103.0,2017-03-25,2017-03-26,1.0,20928.3745,2304.682,1722.6916,1649.9158,NF_ENTRADA
4.02.01,PC0004891_01,1.0,11.17.0001,108.0,2017-02-28,2017-03-03,1.0,5336.0053,587.6135,439.2262,420.671,NF_ENTRADA
4.02.01,PC0004923_01,1.0,11.17.0001,108.0,2017-03-09,2017-03-10,1.0,5122.5651,564.1089,421.6572,403.8441,NF_ENTRADA
4.02.01,PC0004940_01,1.0,11.17.0001,108.0,2017-03-15,2017-03-17,1.0,6616.6466,728.6407,544.6405,521.632,NF_ENTRADA
4.02.01,PC0004960_01,1.0,11.17.0001,108.0,2017-03-21,2017-03-24,1.0,4268.8042,470.0908,351.381,336.5368,NF_ENTRADA
4.02.01,PC0005009_01,1.0,11.17.0001,103.0,2017-04-03,2017-04-05,1.0,30856.1437,3397.9513,2539.8828,1552.7397,NF_ENTRADA
4.02.01,PC0005035_01,1.0,11.17.0001,103.0,2017-04-11,2017-04-12,1.0,32784.6526,3610.3233,2698.6255,1649.7859,NF_ENTRADA
4.02.01,PC0005049_01,1.0,11.17.0001,103.0,2017-04-17,2017-04-19,1.0,40498.6885,4459.8111,3333.5962,2037.9709,NF_ENTRADA
4.02.01,PC0005075_01,1.0,11.17.0001,103.0,2017-04-25,2017-04-26,1.0,88711.413,9769.11,7302.163,4464.1266,NF_ENTRADA
4.02.01,PC0005010_01,1.0,11.17.0001,108.0,2017-04-03,2017-04-05,1.0,12603.2136,1387.8956,1037.4169,634.2176,NF_ENTRADA
4.02.01,PC0005025_01,1.0,11.17.0001,108.0,2017-04-09,2017-04-12,1.0,25206.4272,2775.7912,2074.8338,1268.4352,NF_ENTRADA
4.02.01,PC0005050_01,1.0,11.17.0001,108.0,2017-04-17,2017-04-19,1.0,15754.017,1734.8695,1296.7711,792.772,NF_ENTRADA
4.02.01,PC0005076_01,1.0,11.17.0001,108.0,2017-04-25,2017-04-26,1.0,25206.4272,2775.7912,2074.8338,1268.4352,NF_ENTRADA
4.02.01,PC0005086_01,1.0,11.17.0001,103.0,2017-04-30,2017-05-03,1.0,54524.8466,6004.4047,4488.1409,2944.7498,NF_ENTRADA
